MT072688_1	Nepal
hCoV-19_USA_WA-S61_2020_EPI_ISL_417114	USA
hCoV-19_USA_WA-S62_2020_EPI_ISL_417115	USA
hCoV-19_USA_WA-S63_2020_EPI_ISL_417116	USA
hCoV-19_USA_WA-S64_2020_EPI_ISL_417117	USA
hCoV-19_USA_WA-S65_2020_EPI_ISL_417118	USA
hCoV-19_USA_WA-S66_2020_EPI_ISL_417119	USA
hCoV-19_USA_WA-S67_2020_EPI_ISL_417120	USA
hCoV-19_USA_WA-S68_2020_EPI_ISL_417121	USA
hCoV-19_USA_WA-S69_2020_EPI_ISL_417122	USA
hCoV-19_USA_WA-S6_2020_EPI_ISL_416461	USA
hCoV-19_USA_WA-S70_2020_EPI_ISL_417123	USA
hCoV-19_USA_WA-S71_2020_EPI_ISL_417124	USA
hCoV-19_USA_WA-S72_2020_EPI_ISL_417125	USA
hCoV-19_USA_WA-S73_2020_EPI_ISL_417126	USA
hCoV-19_USA_WA-S74_2020_EPI_ISL_417127	USA
hCoV-19_USA_WA-S75_2020_EPI_ISL_417128	USA
hCoV-19_USA_WA-S76_2020_EPI_ISL_417129	USA
hCoV-19_USA_WA-S77_2020_EPI_ISL_417130	USA
hCoV-19_USA_WA-S78_2020_EPI_ISL_417131	USA
hCoV-19_USA_WA-S79_2020_EPI_ISL_417132	USA
hCoV-19_USA_WA-S7_2020_EPI_ISL_416462	USA
hCoV-19_USA_WA-S80_2020_EPI_ISL_417133	USA
hCoV-19_USA_WA-S81_2020_EPI_ISL_417134	USA
hCoV-19_USA_WA-S82_2020_EPI_ISL_417135	USA
hCoV-19_USA_WA-S83_2020_EPI_ISL_417136	USA
hCoV-19_USA_WA-S84_2020_EPI_ISL_417137	USA
hCoV-19_USA_WA-S85_2020_EPI_ISL_417138	USA
hCoV-19_USA_WA-S86_2020_EPI_ISL_417139	USA
hCoV-19_USA_WA-S87_2020_EPI_ISL_417140	USA
hCoV-19_USA_WA-S88_2020_EPI_ISL_417141	USA
hCoV-19_USA_WA-S89_2020_EPI_ISL_417142	USA
hCoV-19_USA_WA-S8_2020_EPI_ISL_416463	USA
hCoV-19_USA_WA-S90_2020_EPI_ISL_417143	USA
hCoV-19_USA_WA-S91_2020_EPI_ISL_417144	USA
hCoV-19_USA_WA-S92_2020_EPI_ISL_417145	USA
hCoV-19_USA_WA-S93_2020_EPI_ISL_417146	USA
hCoV-19_USA_WA-S94_2020_EPI_ISL_417147	USA
hCoV-19_USA_WA-S95_2020_EPI_ISL_417148	USA
hCoV-19_USA_WA-S96_2020_EPI_ISL_417149	USA
hCoV-19_USA_WA-S97_2020_EPI_ISL_417150	USA
hCoV-19_USA_WA-S98_2020_EPI_ISL_417151	USA
hCoV-19_USA_WA-S99_2020_EPI_ISL_417152	USA
hCoV-19_USA_WA-S9_2020_EPI_ISL_416464	USA
hCoV-19_USA_WA-UW-1268_2020_EPI_ISL_422985	USA
hCoV-19_USA_WA-UW-1269_2020_EPI_ISL_422970	USA
hCoV-19_USA_WA-UW-1271_2020_EPI_ISL_422963	USA
hCoV-19_USA_WA-UW-1279_2020_EPI_ISL_422974	USA
hCoV-19_USA_WA-UW-1287_2020_EPI_ISL_422969	USA
hCoV-19_USA_WA-UW-1295_2020_EPI_ISL_422990	USA
hCoV-19_USA_WA-UW-1296_2020_EPI_ISL_422988	USA
hCoV-19_USA_WA-UW-1297_2020_EPI_ISL_422989	USA
hCoV-19_USA_WA-UW-1300_2020_EPI_ISL_422984	USA
hCoV-19_USA_WA-UW-1302_2020_EPI_ISL_422967	USA
hCoV-19_USA_WA-UW-1304_2020_EPI_ISL_422964	USA
hCoV-19_USA_WA-UW-1306_2020_EPI_ISL_422976	USA
hCoV-19_USA_WA-UW-1308_2020_EPI_ISL_422973	USA
hCoV-19_USA_WA-UW-1309_2020_EPI_ISL_422977	USA
hCoV-19_USA_WA-UW-1314_2020_EPI_ISL_422991	USA
hCoV-19_USA_WA-UW-1315_2020_EPI_ISL_422965	USA
hCoV-19_USA_WA-UW-1319_2020_EPI_ISL_422972	USA
hCoV-19_USA_WA-UW-1320_2020_EPI_ISL_422971	USA
hCoV-19_USA_WA-UW-1321_2020_EPI_ISL_422993	USA
hCoV-19_USA_WA-UW-1322_2020_EPI_ISL_422994	USA
hCoV-19_USA_WA-UW-1327_2020_EPI_ISL_422975	USA
hCoV-19_USA_WA-UW-1329_2020_EPI_ISL_422966	USA
hCoV-19_USA_WA-UW-1334_2020_EPI_ISL_422995	USA
hCoV-19_USA_WA-UW-1338_2020_EPI_ISL_422986	USA
hCoV-19_USA_WA-UW-1346_2020_EPI_ISL_422996	USA
hCoV-19_USA_WA-UW-1347_2020_EPI_ISL_422992	USA
hCoV-19_USA_WA-UW-1349_2020_EPI_ISL_422999	USA
hCoV-19_USA_WA-UW-1351_2020_EPI_ISL_422997	USA
hCoV-19_USA_WA-UW-1353_2020_EPI_ISL_422987	USA
hCoV-19_USA_WA-UW-1415_2020_EPI_ISL_422998	USA
hCoV-19_USA_WA-UW-1417_2020_EPI_ISL_422981	USA
hCoV-19_USA_WA-UW-1420_2020_EPI_ISL_423000	USA
hCoV-19_USA_WA-UW-1425_2020_EPI_ISL_423031	USA
hCoV-19_USA_WA-UW-1426_2020_EPI_ISL_423008	USA
hCoV-19_USA_WA-UW-1427_2020_EPI_ISL_423009	USA
hCoV-19_USA_WA-UW-1433_2020_EPI_ISL_423030	USA
hCoV-19_USA_WA-UW-1435_2020_EPI_ISL_423024	USA
hCoV-19_USA_WA-UW-1440_2020_EPI_ISL_423026	USA
hCoV-19_USA_WA-UW-1441_2020_EPI_ISL_423025	USA
hCoV-19_USA_WA-UW-1446_2020_EPI_ISL_423010	USA
hCoV-19_USA_WA-UW-1448_2020_EPI_ISL_423007	USA
hCoV-19_USA_WA-UW-1470_2020_EPI_ISL_423028	USA
hCoV-19_USA_WA-UW-1471_2020_EPI_ISL_423029	USA
hCoV-19_USA_WA-UW-1473_2020_EPI_ISL_423027	USA
hCoV-19_USA_WA-UW-1552_2020_EPI_ISL_423015	USA
hCoV-19_USA_WA-UW-1561_2020_EPI_ISL_423011	USA
hCoV-19_USA_WA-UW-1562_2020_EPI_ISL_423022	USA
hCoV-19_USA_WA-UW-1567_2020_EPI_ISL_423001	USA
hCoV-19_USA_WA-UW-1569_2020_EPI_ISL_423021	USA
hCoV-19_USA_WA-UW-1570_2020_EPI_ISL_423020	USA
hCoV-19_USA_WA-UW-1574_2020_EPI_ISL_423019	USA
hCoV-19_USA_WA-UW-1576_2020_EPI_ISL_423018	USA
hCoV-19_USA_WA-UW-1578_2020_EPI_ISL_423016	USA
hCoV-19_USA_WA-UW-1581_2020_EPI_ISL_423004	USA
hCoV-19_USA_WA-UW-1583_2020_EPI_ISL_423003	USA
hCoV-19_USA_WA-UW-1586_2020_EPI_ISL_423013	USA
hCoV-19_USA_WA-UW-1587_2020_EPI_ISL_423014	USA
hCoV-19_USA_WA-UW-1588_2020_EPI_ISL_423012	USA
hCoV-19_USA_WA-UW-1591_2020_EPI_ISL_423017	USA
hCoV-19_USA_WA-UW-1593_2020_EPI_ISL_423002	USA
hCoV-19_USA_WA-UW-1599_2020_EPI_ISL_423033	USA
hCoV-19_USA_WA-UW-1603_2020_EPI_ISL_423005	USA
hCoV-19_USA_WA-UW-1608_2020_EPI_ISL_423032	USA
hCoV-19_USA_WA-UW-1611_2020_EPI_ISL_423006	USA
hCoV-19_USA_WA-UW100_2020_EPI_ISL_416638	USA
hCoV-19_USA_WA-UW101_2020_EPI_ISL_416639	USA
hCoV-19_USA_WA-UW102_2020_EPI_ISL_416640	USA
hCoV-19_USA_WA-UW103_2020_EPI_ISL_416641	USA
hCoV-19_USA_WA-UW104_2020_EPI_ISL_416642	USA
hCoV-19_USA_WA-UW105_2020_EPI_ISL_416643	USA
hCoV-19_USA_WA-UW106_2020_EPI_ISL_416644	USA
hCoV-19_USA_WA-UW107_2020_EPI_ISL_416645	USA
hCoV-19_USA_WA-UW108_2020_EPI_ISL_416646	USA
hCoV-19_USA_WA-UW109_2020_EPI_ISL_416647	USA
hCoV-19_USA_WA-UW110_2020_EPI_ISL_416648	USA
hCoV-19_USA_WA-UW111_2020_EPI_ISL_416649	USA
hCoV-19_USA_WA-UW112_2020_EPI_ISL_416650	USA
hCoV-19_USA_WA-UW113_2020_EPI_ISL_416651	USA
hCoV-19_USA_WA-UW114_2020_EPI_ISL_416652	USA
hCoV-19_USA_WA-UW115_2020_EPI_ISL_416653	USA
hCoV-19_USA_WA-UW116_2020_EPI_ISL_416654	USA
hCoV-19_USA_WA-UW117_2020_EPI_ISL_416655	USA
hCoV-19_USA_WA-UW118_2020_EPI_ISL_416656	USA
hCoV-19_USA_WA-UW119_2020_EPI_ISL_416657	USA
hCoV-19_USA_WA-UW120_2020_EPI_ISL_416658	USA
hCoV-19_USA_WA-UW121_2020_EPI_ISL_416659	USA
hCoV-19_USA_WA-UW122_2020_EPI_ISL_416660	USA
hCoV-19_USA_WA-UW123_2020_EPI_ISL_416661	USA
hCoV-19_USA_WA-UW124_2020_EPI_ISL_416662	USA
hCoV-19_USA_WA-UW125_2020_EPI_ISL_416663	USA
hCoV-19_USA_WA-UW126_2020_EPI_ISL_416664	USA
hCoV-19_USA_WA-UW127_2020_EPI_ISL_416665	USA
hCoV-19_USA_WA-UW128_2020_EPI_ISL_416666	USA
hCoV-19_USA_WA-UW129_2020_EPI_ISL_416667	USA
hCoV-19_USA_WA-UW130_2020_EPI_ISL_416668	USA
hCoV-19_USA_WA-UW131_2020_EPI_ISL_416669	USA
hCoV-19_USA_WA-UW132_2020_EPI_ISL_416670	USA
hCoV-19_USA_WA-UW133_2020_EPI_ISL_416671	USA
hCoV-19_USA_WA-UW134_2020_EPI_ISL_416672	USA
hCoV-19_USA_WA-UW135_2020_EPI_ISL_416673	USA
hCoV-19_USA_WA-UW136_2020_EPI_ISL_416674	USA
hCoV-19_USA_WA-UW137_2020_EPI_ISL_416675	USA
hCoV-19_USA_WA-UW138_2020_EPI_ISL_416676	USA
hCoV-19_USA_WA-UW139_2020_EPI_ISL_416677	USA
hCoV-19_USA_WA-UW140_2020_EPI_ISL_416678	USA
hCoV-19_USA_WA-UW141_2020_EPI_ISL_416679	USA
hCoV-19_USA_WA-UW142_2020_EPI_ISL_416680	USA
hCoV-19_USA_WA-UW143_2020_EPI_ISL_416681	USA
hCoV-19_USA_WA-UW144_2020_EPI_ISL_416682	USA
hCoV-19_USA_WA-UW145_2020_EPI_ISL_416683	USA
hCoV-19_USA_WA-UW146_2020_EPI_ISL_416684	USA
hCoV-19_USA_WA-UW147_2020_EPI_ISL_416685	USA
hCoV-19_USA_WA-UW148_2020_EPI_ISL_416686	USA
hCoV-19_USA_WA-UW149_2020_EPI_ISL_416687	USA
hCoV-19_USA_WA-UW150_2020_EPI_ISL_416688	USA
hCoV-19_USA_WA-UW151_2020_EPI_ISL_416689	USA
hCoV-19_USA_WA-UW152_2020_EPI_ISL_416690	USA
hCoV-19_USA_WA-UW153_2020_EPI_ISL_416691	USA
hCoV-19_USA_WA-UW154_2020_EPI_ISL_416692	USA
hCoV-19_USA_WA-UW155_2020_EPI_ISL_416693	USA
hCoV-19_USA_WA-UW156_2020_EPI_ISL_416694	USA
hCoV-19_USA_WA-UW157_2020_EPI_ISL_416695	USA
hCoV-19_USA_WA-UW158_2020_EPI_ISL_416696	USA
hCoV-19_USA_WA-UW159_2020_EPI_ISL_416697	USA
hCoV-19_USA_WA-UW15_2020_EPI_ISL_414363	USA
hCoV-19_USA_WA-UW160_2020_EPI_ISL_416698	USA
hCoV-19_USA_WA-UW161_2020_EPI_ISL_416699	USA
hCoV-19_USA_WA-UW162_2020_EPI_ISL_416700	USA
hCoV-19_USA_WA-UW163_2020_EPI_ISL_416701	USA
hCoV-19_USA_WA-UW164_2020_EPI_ISL_416702	USA
hCoV-19_USA_WA-UW165_2020_EPI_ISL_416703	USA
hCoV-19_USA_WA-UW166_2020_EPI_ISL_416704	USA
hCoV-19_USA_WA-UW167_2020_EPI_ISL_416705	USA
hCoV-19_USA_WA-UW168_2020_EPI_ISL_416706	USA
hCoV-19_USA_WA-UW169_2020_EPI_ISL_416707	USA
hCoV-19_USA_WA-UW16_2020_EPI_ISL_414364	USA
hCoV-19_USA_WA-UW170_2020_EPI_ISL_416708	USA
hCoV-19_USA_WA-UW171_2020_EPI_ISL_416709	USA
hCoV-19_USA_WA-UW172_2020_EPI_ISL_416710	USA
hCoV-19_USA_WA-UW173_2020_EPI_ISL_416711	USA
hCoV-19_USA_WA-UW174_2020_EPI_ISL_416712	USA
hCoV-19_USA_WA-UW175_2020_EPI_ISL_416713	USA
hCoV-19_USA_WA-UW176_2020_EPI_ISL_416714	USA
hCoV-19_USA_WA-UW177_2020_EPI_ISL_416715	USA
hCoV-19_USA_WA-UW178_2020_EPI_ISL_416716	USA
hCoV-19_USA_WA-UW179_2020_EPI_ISL_416717	USA
hCoV-19_USA_WA-UW17_2020_EPI_ISL_414365	USA
hCoV-19_USA_WA-UW180_2020_EPI_ISL_416718	USA
hCoV-19_USA_WA-UW181_2020_EPI_ISL_416719	USA
hCoV-19_USA_WA-UW182_2020_EPI_ISL_416720	USA
hCoV-19_USA_WA-UW183_2020_EPI_ISL_416721	USA
hCoV-19_USA_WA-UW184_2020_EPI_ISL_416722	USA
hCoV-19_USA_WA-UW185_2020_EPI_ISL_416723	USA
hCoV-19_USA_WA-UW186_2020_EPI_ISL_416724	USA
hCoV-19_USA_WA-UW187_2020_EPI_ISL_416725	USA
hCoV-19_USA_WA-UW188_2020_EPI_ISL_416726	USA
hCoV-19_USA_WA-UW189_2020_EPI_ISL_416727	USA
hCoV-19_USA_WA-UW18_2020_EPI_ISL_414366	USA
hCoV-19_USA_WA-UW190_2020_EPI_ISL_416728	USA
hCoV-19_USA_WA-UW191_2020_EPI_ISL_416729	USA
hCoV-19_USA_WA-UW192_2020_EPI_ISL_417341	USA
hCoV-19_USA_WA-UW193_2020_EPI_ISL_417342	USA
hCoV-19_USA_WA-UW194_2020_EPI_ISL_417343	USA
hCoV-19_USA_WA-UW195_2020_EPI_ISL_417344	USA
hCoV-19_USA_WA-UW196_2020_EPI_ISL_417345	USA
hCoV-19_USA_WA-UW197_2020_EPI_ISL_417346	USA
hCoV-19_USA_WA-UW198_2020_EPI_ISL_417347	USA
hCoV-19_USA_WA-UW199_2020_EPI_ISL_417348	USA
hCoV-19_USA_WA-UW19_2020_EPI_ISL_414367	USA
hCoV-19_USA_WA-UW200_2020_EPI_ISL_417349	USA
hCoV-19_USA_WA-UW201_2020_EPI_ISL_417350	USA
hCoV-19_USA_WA-UW202_2020_EPI_ISL_417351	USA
hCoV-19_USA_WA-UW203_2020_EPI_ISL_417352	USA
hCoV-19_USA_WA-UW204_2020_EPI_ISL_417353	USA
hCoV-19_USA_WA-UW205_2020_EPI_ISL_417354	USA
hCoV-19_USA_WA-UW206_2020_EPI_ISL_417355	USA
hCoV-19_USA_WA-UW207_2020_EPI_ISL_417356	USA
hCoV-19_USA_WA-UW208_2020_EPI_ISL_417357	USA
hCoV-19_USA_WA-UW209_2020_EPI_ISL_417358	USA
hCoV-19_USA_WA-UW20_2020_EPI_ISL_414368	USA
hCoV-19_USA_WA-UW210_2020_EPI_ISL_417359	USA
hCoV-19_USA_WA-UW211_2020_EPI_ISL_417360	USA
hCoV-19_USA_WA-UW212_2020_EPI_ISL_417361	USA
hCoV-19_USA_WA-UW213_2020_EPI_ISL_417362	USA
hCoV-19_USA_WA-UW214_2020_EPI_ISL_417363	USA
hCoV-19_USA_WA-UW215_2020_EPI_ISL_417364	USA
hCoV-19_USA_WA-UW216_2020_EPI_ISL_417365	USA
hCoV-19_USA_WA-UW217_2020_EPI_ISL_417366	USA
hCoV-19_USA_WA-UW218_2020_EPI_ISL_417367	USA
hCoV-19_USA_WA-UW219_2020_EPI_ISL_417368	USA
hCoV-19_USA_WA-UW21_2020_EPI_ISL_414369	USA
hCoV-19_USA_WA-UW220_2020_EPI_ISL_417369	USA
hCoV-19_USA_WA-UW221_2020_EPI_ISL_417370	USA
hCoV-19_USA_WA-UW222_2020_EPI_ISL_417371	USA
hCoV-19_USA_WA-UW223_2020_EPI_ISL_417372	USA
hCoV-19_USA_WA-UW224_2020_EPI_ISL_417373	USA
hCoV-19_USA_WA-UW225_2020_EPI_ISL_417374	USA
hCoV-19_USA_WA-UW226_2020_EPI_ISL_417375	USA
hCoV-19_USA_WA-UW227_2020_EPI_ISL_417376	USA
hCoV-19_USA_WA-UW228_2020_EPI_ISL_417377	USA
hCoV-19_USA_WA-UW229_2020_EPI_ISL_417378	USA
hCoV-19_USA_WA-UW22_2020_EPI_ISL_414591	USA
hCoV-19_USA_WA-UW230_2020_EPI_ISL_417379	USA
hCoV-19_USA_WA-UW231_2020_EPI_ISL_417380	USA
hCoV-19_USA_WA-UW232_2020_EPI_ISL_417381	USA
hCoV-19_USA_WA-UW233_2020_EPI_ISL_417382	USA
hCoV-19_USA_WA-UW234_2020_EPI_ISL_417448	USA
hCoV-19_USA_WA-UW235_2020_EPI_ISL_417449	USA
hCoV-19_USA_WA-UW236_2020_EPI_ISL_417450	USA
hCoV-19_USA_WA-UW237_2020_EPI_ISL_417451	USA
hCoV-19_USA_WA-UW238_2020_EPI_ISL_417452	USA
hCoV-19_USA_WA-UW239_2020_EPI_ISL_417453	USA
hCoV-19_USA_WA-UW23_2020_EPI_ISL_414592	USA
hCoV-19_USA_WA-UW240_2020_EPI_ISL_417454	USA
hCoV-19_USA_WA-UW241_2020_EPI_ISL_417455	USA
hCoV-19_USA_WA-UW242_2020_EPI_ISL_417456	USA
hCoV-19_USA_WA-UW243_2020_EPI_ISL_418028	USA
hCoV-19_USA_WA-UW244_2020_EPI_ISL_418029	USA
hCoV-19_USA_WA-UW245_2020_EPI_ISL_418030	USA
hCoV-19_USA_WA-UW246_2020_EPI_ISL_418031	USA
hCoV-19_USA_WA-UW247_2020_EPI_ISL_418032	USA
hCoV-19_USA_WA-UW248_2020_EPI_ISL_418033	USA
hCoV-19_USA_WA-UW249_2020_EPI_ISL_418034	USA
hCoV-19_USA_WA-UW24_2020_EPI_ISL_414593	USA
hCoV-19_USA_WA-UW250_2020_EPI_ISL_418035	USA
hCoV-19_USA_WA-UW251_2020_EPI_ISL_418036	USA
hCoV-19_USA_WA-UW252_2020_EPI_ISL_418037	USA
hCoV-19_USA_WA-UW253_2020_EPI_ISL_418038	USA
hCoV-19_USA_WA-UW254_2020_EPI_ISL_418039	USA
hCoV-19_USA_WA-UW255_2020_EPI_ISL_418040	USA
hCoV-19_USA_WA-UW256_2020_EPI_ISL_418041	USA
hCoV-19_USA_WA-UW257_2020_EPI_ISL_418042	USA
hCoV-19_USA_WA-UW258_2020_EPI_ISL_418043	USA
hCoV-19_USA_WA-UW259_2020_EPI_ISL_418044	USA
hCoV-19_USA_WA-UW25_2020_EPI_ISL_414594	USA
hCoV-19_USA_WA-UW260_2020_EPI_ISL_418045	USA
hCoV-19_USA_WA-UW261_2020_EPI_ISL_418046	USA
hCoV-19_USA_WA-UW262_2020_EPI_ISL_418047	USA
hCoV-19_USA_WA-UW263_2020_EPI_ISL_418048	USA
hCoV-19_USA_WA-UW264_2020_EPI_ISL_418049	USA
hCoV-19_USA_WA-UW265_2020_EPI_ISL_418050	USA
hCoV-19_USA_WA-UW266_2020_EPI_ISL_418051	USA
hCoV-19_USA_WA-UW267_2020_EPI_ISL_418052	USA
hCoV-19_USA_WA-UW268_2020_EPI_ISL_418053	USA
hCoV-19_USA_WA-UW269_2020_EPI_ISL_418054	USA
hCoV-19_USA_WA-UW26_2020_EPI_ISL_414595	USA
hCoV-19_USA_WA-UW270_2020_EPI_ISL_418055	USA
hCoV-19_USA_WA-UW271_2020_EPI_ISL_418056	USA
hCoV-19_USA_WA-UW272_2020_EPI_ISL_418057	USA
hCoV-19_USA_WA-UW273_2020_EPI_ISL_418058	USA
hCoV-19_USA_WA-UW274_2020_EPI_ISL_418059	USA
hCoV-19_USA_WA-UW275_2020_EPI_ISL_418060	USA
hCoV-19_USA_WA-UW276_2020_EPI_ISL_418061	USA
hCoV-19_USA_WA-UW277_2020_EPI_ISL_418062	USA
hCoV-19_USA_WA-UW278_2020_EPI_ISL_418063	USA
hCoV-19_USA_WA-UW279_2020_EPI_ISL_418064	USA
hCoV-19_USA_WA-UW27_2020_EPI_ISL_414596	USA
hCoV-19_USA_WA-UW280_2020_EPI_ISL_418065	USA
hCoV-19_USA_WA-UW281_2020_EPI_ISL_418066	USA
hCoV-19_USA_WA-UW282_2020_EPI_ISL_418067	USA
hCoV-19_USA_WA-UW283_2020_EPI_ISL_418068	USA
hCoV-19_USA_WA-UW284_2020_EPI_ISL_418069	USA
hCoV-19_USA_WA-UW285_2020_EPI_ISL_418070	USA
hCoV-19_USA_WA-UW286_2020_EPI_ISL_418071	USA
hCoV-19_USA_WA-UW287_2020_EPI_ISL_418072	USA
hCoV-19_USA_WA-UW288_2020_EPI_ISL_418073	USA
hCoV-19_USA_WA-UW289_2020_EPI_ISL_418074	USA
hCoV-19_USA_WA-UW28_2020_EPI_ISL_414597	USA
hCoV-19_USA_WA-UW290_2020_EPI_ISL_418075	USA
hCoV-19_USA_WA-UW291_2020_EPI_ISL_418076	USA
hCoV-19_USA_WA-UW292_2020_EPI_ISL_418077	USA
hCoV-19_USA_WA-UW293_2020_EPI_ISL_418078	USA
hCoV-19_USA_WA-UW294_2020_EPI_ISL_418079	USA
hCoV-19_USA_WA-UW295_2020_EPI_ISL_418080	USA
hCoV-19_USA_WA-UW296_2020_EPI_ISL_418081	USA
hCoV-19_USA_WA-UW297_2020_EPI_ISL_418082	USA
hCoV-19_USA_WA-UW298_2020_EPI_ISL_418866	USA
hCoV-19_USA_WA-UW299_2020_EPI_ISL_418867	USA
hCoV-19_USA_WA-UW29_2020_EPI_ISL_414616	USA
hCoV-19_USA_WA-UW300_2020_EPI_ISL_418868	USA
hCoV-19_USA_WA-UW301_2020_EPI_ISL_418869	USA
hCoV-19_USA_WA-UW302_2020_EPI_ISL_418870	USA
hCoV-19_USA_WA-UW303_2020_EPI_ISL_418871	USA
hCoV-19_USA_WA-UW304_2020_EPI_ISL_418872	USA
hCoV-19_USA_WA-UW305_2020_EPI_ISL_418873	USA
hCoV-19_USA_WA-UW306_2020_EPI_ISL_418874	USA
hCoV-19_USA_WA-UW307_2020_EPI_ISL_418875	USA
hCoV-19_USA_WA-UW308_2020_EPI_ISL_418876	USA
hCoV-19_USA_WA-UW309_2020_EPI_ISL_418877	USA
hCoV-19_USA_WA-UW30_2020_EPI_ISL_414617	USA
hCoV-19_USA_WA-UW310_2020_EPI_ISL_418878	USA
hCoV-19_USA_WA-UW312_2020_EPI_ISL_418879	USA
hCoV-19_USA_WA-UW313_2020_EPI_ISL_418880	USA
hCoV-19_USA_WA-UW314_2020_EPI_ISL_418881	USA
hCoV-19_USA_WA-UW315_2020_EPI_ISL_418882	USA
hCoV-19_USA_WA-UW316_2020_EPI_ISL_418883	USA
hCoV-19_USA_WA-UW317_2020_EPI_ISL_418884	USA
hCoV-19_USA_WA-UW318_2020_EPI_ISL_418885	USA
hCoV-19_USA_WA-UW319_2020_EPI_ISL_418886	USA
hCoV-19_USA_WA-UW31_2020_EPI_ISL_414618	USA
hCoV-19_USA_WA-UW320_2020_EPI_ISL_418887	USA
hCoV-19_USA_WA-UW321_2020_EPI_ISL_418888	USA
hCoV-19_USA_WA-UW322_2020_EPI_ISL_418889	USA
hCoV-19_USA_WA-UW323_2020_EPI_ISL_418890	USA
hCoV-19_USA_WA-UW324_2020_EPI_ISL_418891	USA
hCoV-19_USA_WA-UW325_2020_EPI_ISL_418892	USA
hCoV-19_USA_WA-UW326_2020_EPI_ISL_418893	USA
hCoV-19_USA_WA-UW327_2020_EPI_ISL_418894	USA
hCoV-19_USA_WA-UW328_2020_EPI_ISL_418895	USA
hCoV-19_USA_WA-UW329_2020_EPI_ISL_418896	USA
hCoV-19_USA_WA-UW32_2020_EPI_ISL_414619	USA
hCoV-19_USA_WA-UW330_2020_EPI_ISL_418897	USA
hCoV-19_USA_WA-UW331_2020_EPI_ISL_418898	USA
hCoV-19_USA_WA-UW332_2020_EPI_ISL_418899	USA
hCoV-19_USA_WA-UW333_2020_EPI_ISL_418900	USA
hCoV-19_USA_WA-UW334_2020_EPI_ISL_418901	USA
hCoV-19_USA_WA-UW335_2020_EPI_ISL_418902	USA
hCoV-19_USA_WA-UW336_2020_EPI_ISL_418903	USA
hCoV-19_USA_WA-UW337_2020_EPI_ISL_418904	USA
hCoV-19_USA_WA-UW338_2020_EPI_ISL_418905	USA
hCoV-19_USA_WA-UW339_2020_EPI_ISL_418906	USA
hCoV-19_USA_WA-UW33_2020_EPI_ISL_414620	USA
hCoV-19_USA_WA-UW340_2020_EPI_ISL_418907	USA
hCoV-19_USA_WA-UW341_2020_EPI_ISL_418908	USA
hCoV-19_USA_WA-UW342_2020_EPI_ISL_418909	USA
hCoV-19_USA_WA-UW343_2020_EPI_ISL_418910	USA
hCoV-19_USA_WA-UW344_2020_EPI_ISL_418911	USA
hCoV-19_USA_WA-UW345_2020_EPI_ISL_418912	USA
hCoV-19_USA_WA-UW346_2020_EPI_ISL_418913	USA
hCoV-19_USA_WA-UW347_2020_EPI_ISL_418914	USA
hCoV-19_USA_WA-UW348_2020_EPI_ISL_418915	USA
hCoV-19_USA_WA-UW349_2020_EPI_ISL_418916	USA
hCoV-19_USA_WA-UW34_2020_EPI_ISL_414621	USA
hCoV-19_USA_WA-UW350_2020_EPI_ISL_418917	USA
hCoV-19_USA_WA-UW351_2020_EPI_ISL_418918	USA
hCoV-19_USA_WA-UW352_2020_EPI_ISL_418919	USA
hCoV-19_USA_WA-UW353_2020_EPI_ISL_418920	USA
hCoV-19_USA_WA-UW354_2020_EPI_ISL_418921	USA
hCoV-19_USA_WA-UW355_2020_EPI_ISL_418922	USA
hCoV-19_USA_WA-UW356_2020_EPI_ISL_418923	USA
hCoV-19_USA_WA-UW357_2020_EPI_ISL_418924	USA
hCoV-19_USA_WA-UW358_2020_EPI_ISL_418925	USA
hCoV-19_USA_WA-UW359_2020_EPI_ISL_418926	USA
hCoV-19_USA_WA-UW35_2020_EPI_ISL_414622	USA
hCoV-19_USA_WA-UW360_2020_EPI_ISL_418927	USA
hCoV-19_USA_WA-UW361_2020_EPI_ISL_418928	USA
hCoV-19_USA_WA-UW362_2020_EPI_ISL_418929	USA
hCoV-19_USA_WA-UW363_2020_EPI_ISL_418930	USA
hCoV-19_USA_WA-UW364_2020_EPI_ISL_418931	USA
hCoV-19_USA_WA-UW365_2020_EPI_ISL_418932	USA
hCoV-19_USA_WA-UW366_2020_EPI_ISL_418933	USA
hCoV-19_USA_WA-UW367_2020_EPI_ISL_418934	USA
hCoV-19_USA_WA-UW368_2020_EPI_ISL_418935	USA
hCoV-19_USA_WA-UW369_2020_EPI_ISL_418936	USA
hCoV-19_USA_WA-UW36_2020_EPI_ISL_416453	USA
hCoV-19_USA_WA-UW370_2020_EPI_ISL_418937	USA
hCoV-19_USA_WA-UW371_2020_EPI_ISL_418938	USA
hCoV-19_USA_WA-UW372_2020_EPI_ISL_418939	USA
hCoV-19_USA_WA-UW373_2020_EPI_ISL_418940	USA
hCoV-19_USA_WA-UW374_2020_EPI_ISL_418941	USA
hCoV-19_USA_WA-UW375_2020_EPI_ISL_418942	USA
hCoV-19_USA_WA-UW376_2020_EPI_ISL_418943	USA
hCoV-19_USA_WA-UW378_2020_EPI_ISL_418944	USA
hCoV-19_USA_WA-UW379_2020_EPI_ISL_418945	USA
hCoV-19_USA_WA-UW37_2020_EPI_ISL_416454	USA
