MT072688_1	Nepal
hCoV_19_USA_WA_UW259_2020_EPI_ISL_418044	USA
hCoV_19_USA_WA_UW25_2020_EPI_ISL_414594	USA
hCoV_19_USA_WA_UW260_2020_EPI_ISL_418045	USA
hCoV_19_USA_WA_UW261_2020_EPI_ISL_418046	USA
hCoV_19_USA_WA_UW262_2020_EPI_ISL_418047	USA
hCoV_19_USA_WA_UW263_2020_EPI_ISL_418048	USA
hCoV_19_USA_WA_UW264_2020_EPI_ISL_418049	USA
hCoV_19_USA_WA_UW265_2020_EPI_ISL_418050	USA
hCoV_19_USA_WA_UW266_2020_EPI_ISL_418051	USA
hCoV_19_USA_WA_UW267_2020_EPI_ISL_418052	USA
hCoV_19_USA_WA_UW268_2020_EPI_ISL_418053	USA
hCoV_19_USA_WA_UW269_2020_EPI_ISL_418054	USA
hCoV_19_USA_WA_UW26_2020_EPI_ISL_414595	USA
hCoV_19_USA_WA_UW270_2020_EPI_ISL_418055	USA
hCoV_19_USA_WA_UW271_2020_EPI_ISL_418056	USA
hCoV_19_USA_WA_UW272_2020_EPI_ISL_418057	USA
hCoV_19_USA_WA_UW273_2020_EPI_ISL_418058	USA
hCoV_19_USA_WA_UW274_2020_EPI_ISL_418059	USA
hCoV_19_USA_WA_UW275_2020_EPI_ISL_418060	USA
hCoV_19_USA_WA_UW276_2020_EPI_ISL_418061	USA
hCoV_19_USA_WA_UW277_2020_EPI_ISL_418062	USA
hCoV_19_USA_WA_UW278_2020_EPI_ISL_418063	USA
hCoV_19_USA_WA_UW279_2020_EPI_ISL_418064	USA
hCoV_19_USA_WA_UW27_2020_EPI_ISL_414596	USA
hCoV_19_USA_WA_UW280_2020_EPI_ISL_418065	USA
hCoV_19_USA_WA_UW281_2020_EPI_ISL_418066	USA
hCoV_19_USA_WA_UW282_2020_EPI_ISL_418067	USA
hCoV_19_USA_WA_UW283_2020_EPI_ISL_418068	USA
hCoV_19_USA_WA_UW284_2020_EPI_ISL_418069	USA
hCoV_19_USA_WA_UW285_2020_EPI_ISL_418070	USA
hCoV_19_USA_WA_UW286_2020_EPI_ISL_418071	USA
hCoV_19_USA_WA_UW287_2020_EPI_ISL_418072	USA
hCoV_19_USA_WA_UW288_2020_EPI_ISL_418073	USA
hCoV_19_USA_WA_UW289_2020_EPI_ISL_418074	USA
hCoV_19_USA_WA_UW28_2020_EPI_ISL_414597	USA
hCoV_19_USA_WA_UW290_2020_EPI_ISL_418075	USA
hCoV_19_USA_WA_UW291_2020_EPI_ISL_418076	USA
hCoV_19_USA_WA_UW292_2020_EPI_ISL_418077	USA
hCoV_19_USA_WA_UW293_2020_EPI_ISL_418078	USA
hCoV_19_USA_WA_UW294_2020_EPI_ISL_418079	USA
hCoV_19_USA_WA_UW295_2020_EPI_ISL_418080	USA
hCoV_19_USA_WA_UW296_2020_EPI_ISL_418081	USA
hCoV_19_USA_WA_UW297_2020_EPI_ISL_418082	USA
hCoV_19_USA_WA_UW298_2020_EPI_ISL_418866	USA
hCoV_19_USA_WA_UW299_2020_EPI_ISL_418867	USA
hCoV_19_USA_WA_UW29_2020_EPI_ISL_414616	USA
hCoV_19_USA_WA_UW300_2020_EPI_ISL_418868	USA
hCoV_19_USA_WA_UW301_2020_EPI_ISL_418869	USA
hCoV_19_USA_WA_UW302_2020_EPI_ISL_418870	USA
hCoV_19_USA_WA_UW303_2020_EPI_ISL_418871	USA
hCoV_19_USA_WA_UW304_2020_EPI_ISL_418872	USA
hCoV_19_USA_WA_UW305_2020_EPI_ISL_418873	USA
hCoV_19_USA_WA_UW306_2020_EPI_ISL_418874	USA
hCoV_19_USA_WA_UW307_2020_EPI_ISL_418875	USA
hCoV_19_USA_WA_UW308_2020_EPI_ISL_418876	USA
hCoV_19_USA_WA_UW309_2020_EPI_ISL_418877	USA
hCoV_19_USA_WA_UW30_2020_EPI_ISL_414617	USA
hCoV_19_USA_WA_UW310_2020_EPI_ISL_418878	USA
hCoV_19_USA_WA_UW312_2020_EPI_ISL_418879	USA
hCoV_19_USA_WA_UW313_2020_EPI_ISL_418880	USA
hCoV_19_USA_WA_UW314_2020_EPI_ISL_418881	USA
hCoV_19_USA_WA_UW315_2020_EPI_ISL_418882	USA
hCoV_19_USA_WA_UW316_2020_EPI_ISL_418883	USA
hCoV_19_USA_WA_UW317_2020_EPI_ISL_418884	USA
hCoV_19_USA_WA_UW318_2020_EPI_ISL_418885	USA
hCoV_19_USA_WA_UW319_2020_EPI_ISL_418886	USA
hCoV_19_USA_WA_UW31_2020_EPI_ISL_414618	USA
hCoV_19_USA_WA_UW320_2020_EPI_ISL_418887	USA
hCoV_19_USA_WA_UW321_2020_EPI_ISL_418888	USA
hCoV_19_USA_WA_UW322_2020_EPI_ISL_418889	USA
hCoV_19_USA_WA_UW323_2020_EPI_ISL_418890	USA
hCoV_19_USA_WA_UW324_2020_EPI_ISL_418891	USA
hCoV_19_USA_WA_UW325_2020_EPI_ISL_418892	USA
hCoV_19_USA_WA_UW326_2020_EPI_ISL_418893	USA
hCoV_19_USA_WA_UW327_2020_EPI_ISL_418894	USA
hCoV_19_USA_WA_UW328_2020_EPI_ISL_418895	USA
hCoV_19_USA_WA_UW329_2020_EPI_ISL_418896	USA
hCoV_19_USA_WA_UW32_2020_EPI_ISL_414619	USA
hCoV_19_USA_WA_UW330_2020_EPI_ISL_418897	USA
hCoV_19_USA_WA_UW331_2020_EPI_ISL_418898	USA
hCoV_19_USA_WA_UW332_2020_EPI_ISL_418899	USA
hCoV_19_USA_WA_UW333_2020_EPI_ISL_418900	USA
hCoV_19_USA_WA_UW334_2020_EPI_ISL_418901	USA
hCoV_19_USA_WA_UW335_2020_EPI_ISL_418902	USA
hCoV_19_USA_WA_UW336_2020_EPI_ISL_418903	USA
hCoV_19_USA_WA_UW337_2020_EPI_ISL_418904	USA
hCoV_19_USA_WA_UW338_2020_EPI_ISL_418905	USA
hCoV_19_USA_WA_UW339_2020_EPI_ISL_418906	USA
hCoV_19_USA_WA_UW33_2020_EPI_ISL_414620	USA
hCoV_19_USA_WA_UW340_2020_EPI_ISL_418907	USA
hCoV_19_USA_WA_UW341_2020_EPI_ISL_418908	USA
hCoV_19_USA_WA_UW342_2020_EPI_ISL_418909	USA
hCoV_19_USA_WA_UW343_2020_EPI_ISL_418910	USA
hCoV_19_USA_WA_UW344_2020_EPI_ISL_418911	USA
hCoV_19_USA_WA_UW345_2020_EPI_ISL_418912	USA
hCoV_19_USA_WA_UW346_2020_EPI_ISL_418913	USA
hCoV_19_USA_WA_UW347_2020_EPI_ISL_418914	USA
hCoV_19_USA_WA_UW348_2020_EPI_ISL_418915	USA
hCoV_19_USA_WA_UW349_2020_EPI_ISL_418916	USA
hCoV_19_USA_WA_UW34_2020_EPI_ISL_414621	USA
hCoV_19_USA_WA_UW350_2020_EPI_ISL_418917	USA
hCoV_19_USA_WA_UW351_2020_EPI_ISL_418918	USA
hCoV_19_USA_WA_UW352_2020_EPI_ISL_418919	USA
hCoV_19_USA_WA_UW353_2020_EPI_ISL_418920	USA
hCoV_19_USA_WA_UW354_2020_EPI_ISL_418921	USA
hCoV_19_USA_WA_UW355_2020_EPI_ISL_418922	USA
hCoV_19_USA_WA_UW356_2020_EPI_ISL_418923	USA
hCoV_19_USA_WA_UW357_2020_EPI_ISL_418924	USA
hCoV_19_USA_WA_UW358_2020_EPI_ISL_418925	USA
hCoV_19_USA_WA_UW359_2020_EPI_ISL_418926	USA
hCoV_19_USA_WA_UW35_2020_EPI_ISL_414622	USA
hCoV_19_USA_WA_UW360_2020_EPI_ISL_418927	USA
hCoV_19_USA_WA_UW361_2020_EPI_ISL_418928	USA
hCoV_19_USA_WA_UW362_2020_EPI_ISL_418929	USA
hCoV_19_USA_WA_UW363_2020_EPI_ISL_418930	USA
hCoV_19_USA_WA_UW364_2020_EPI_ISL_418931	USA
hCoV_19_USA_WA_UW365_2020_EPI_ISL_418932	USA
hCoV_19_USA_WA_UW366_2020_EPI_ISL_418933	USA
hCoV_19_USA_WA_UW367_2020_EPI_ISL_418934	USA
hCoV_19_USA_WA_UW368_2020_EPI_ISL_418935	USA
hCoV_19_USA_WA_UW369_2020_EPI_ISL_418936	USA
hCoV_19_USA_WA_UW36_2020_EPI_ISL_416453	USA
hCoV_19_USA_WA_UW370_2020_EPI_ISL_418937	USA
hCoV_19_USA_WA_UW371_2020_EPI_ISL_418938	USA
hCoV_19_USA_WA_UW372_2020_EPI_ISL_418939	USA
hCoV_19_USA_WA_UW373_2020_EPI_ISL_418940	USA
hCoV_19_USA_WA_UW374_2020_EPI_ISL_418941	USA
hCoV_19_USA_WA_UW375_2020_EPI_ISL_418942	USA
hCoV_19_USA_WA_UW376_2020_EPI_ISL_418943	USA
hCoV_19_USA_WA_UW378_2020_EPI_ISL_418944	USA
hCoV_19_USA_WA_UW379_2020_EPI_ISL_418945	USA
hCoV_19_USA_WA_UW37_2020_EPI_ISL_416454	USA
hCoV_19_USA_WA_UW381_2020_EPI_ISL_418946	USA
hCoV_19_USA_WA_UW382_2020_EPI_ISL_418947	USA
hCoV_19_USA_WA_UW383_2020_EPI_ISL_418948	USA
hCoV_19_USA_WA_UW384_2020_EPI_ISL_418949	USA
hCoV_19_USA_WA_UW385_2020_EPI_ISL_418950	USA
hCoV_19_USA_WA_UW386_2020_EPI_ISL_418951	USA
hCoV_19_USA_WA_UW387_2020_EPI_ISL_418952	USA
hCoV_19_USA_WA_UW388_2020_EPI_ISL_418953	USA
hCoV_19_USA_WA_UW389_2020_EPI_ISL_418954	USA
hCoV_19_USA_WA_UW38_2020_EPI_ISL_416455	USA
hCoV_19_USA_WA_UW390_2020_EPI_ISL_418955	USA
hCoV_19_USA_WA_UW39_2020_EPI_ISL_416456	USA
hCoV_19_USA_WA_UW40_2020_EPI_ISL_415605	USA
hCoV_19_USA_WA_UW41_2020_EPI_ISL_415606	USA
hCoV_19_USA_WA_UW42_2020_EPI_ISL_415607	USA
hCoV_19_USA_WA_UW43_2020_EPI_ISL_415608	USA
hCoV_19_USA_WA_UW44_2020_EPI_ISL_415609	USA
hCoV_19_USA_WA_UW45_2020_EPI_ISL_415610	USA
hCoV_19_USA_WA_UW46_2020_EPI_ISL_415611	USA
hCoV_19_USA_WA_UW47_2020_EPI_ISL_415612	USA
hCoV_19_USA_WA_UW48_2020_EPI_ISL_415613	USA
hCoV_19_USA_WA_UW49_2020_EPI_ISL_415614	USA
hCoV_19_USA_WA_UW50_2020_EPI_ISL_415615	USA
hCoV_19_USA_WA_UW51_2020_EPI_ISL_415616	USA
hCoV_19_USA_WA_UW52_2020_EPI_ISL_415617	USA
hCoV_19_USA_WA_UW53_2020_EPI_ISL_415618	USA
hCoV_19_USA_WA_UW54_2020_EPI_ISL_415619	USA
hCoV_19_USA_WA_UW55_2020_EPI_ISL_415620	USA
hCoV_19_USA_WA_UW56_2020_EPI_ISL_415621	USA
hCoV_19_USA_WA_UW57_2020_EPI_ISL_415622	USA
hCoV_19_USA_WA_UW58_2020_EPI_ISL_415623	USA
hCoV_19_USA_WA_UW59_2020_EPI_ISL_415624	USA
hCoV_19_USA_WA_UW60_2020_EPI_ISL_415625	USA
hCoV_19_USA_WA_UW61_2020_EPI_ISL_415626	USA
hCoV_19_USA_WA_UW62_2020_EPI_ISL_415627	USA
hCoV_19_USA_WA_UW63_2020_EPI_ISL_415591	USA
hCoV_19_USA_WA_UW64_2020_EPI_ISL_415592	USA
hCoV_19_USA_WA_UW65_2020_EPI_ISL_415593	USA
hCoV_19_USA_WA_UW66_2020_EPI_ISL_415594	USA
hCoV_19_USA_WA_UW67_2020_EPI_ISL_415595	USA
hCoV_19_USA_WA_UW68_2020_EPI_ISL_415596	USA
hCoV_19_USA_WA_UW69_2020_EPI_ISL_415597	USA
hCoV_19_USA_WA_UW70_2020_EPI_ISL_415598	USA
hCoV_19_USA_WA_UW71_2020_EPI_ISL_415599	USA
hCoV_19_USA_WA_UW72_2020_EPI_ISL_415600	USA
hCoV_19_USA_WA_UW73_2020_EPI_ISL_415601	USA
hCoV_19_USA_WA_UW74_2020_EPI_ISL_415602	USA
hCoV_19_USA_WA_UW75_2020_EPI_ISL_415603	USA
hCoV_19_USA_WA_UW76_2020_EPI_ISL_415604	USA
hCoV_19_USA_WA_UW77_2020_EPI_ISL_416433	USA
hCoV_19_USA_WA_UW78_2020_EPI_ISL_416434	USA
hCoV_19_USA_WA_UW79_2020_EPI_ISL_416435	USA
hCoV_19_USA_WA_UW80_2020_EPI_ISL_416436	USA
hCoV_19_USA_WA_UW81_2020_EPI_ISL_416437	USA
hCoV_19_USA_WA_UW82_2020_EPI_ISL_416438	USA
hCoV_19_USA_WA_UW83_2020_EPI_ISL_416439	USA
hCoV_19_USA_WA_UW84_2020_EPI_ISL_416440	USA
hCoV_19_USA_WA_UW85_2020_EPI_ISL_416441	USA
hCoV_19_USA_WA_UW86_2020_EPI_ISL_416442	USA
hCoV_19_USA_WA_UW87_2020_EPI_ISL_416443	USA
hCoV_19_USA_WA_UW88_2020_EPI_ISL_416444	USA
hCoV_19_USA_WA_UW89_2020_EPI_ISL_416445	USA
hCoV_19_USA_WA_UW90_2020_EPI_ISL_416446	USA
hCoV_19_USA_WA_UW91_2020_EPI_ISL_416447	USA
hCoV_19_USA_WA_UW92_2020_EPI_ISL_416448	USA
hCoV_19_USA_WA_UW93_2020_EPI_ISL_416449	USA
hCoV_19_USA_WA_UW94_2020_EPI_ISL_416450	USA
hCoV_19_USA_WA_UW95_2020_EPI_ISL_416451	USA
hCoV_19_USA_WA_UW96_2020_EPI_ISL_416452	USA
hCoV_19_USA_WA_UW97_2020_EPI_ISL_416635	USA
hCoV_19_USA_WA_UW98_2020_EPI_ISL_416636	USA
hCoV_19_USA_WA_UW99_2020_EPI_ISL_416637	USA
hCoV_19_USA_WA1_A12_2020_EPI_ISL_407214	USA
hCoV_19_USA_WA1_F6_2020_EPI_ISL_407215	USA
hCoV_19_USA_WA11_UW7_2020_EPI_ISL_413562	USA
hCoV_19_USA_WA12_UW8_2020_EPI_ISL_413563	USA
hCoV_19_USA_WA13_UW9_2020_EPI_ISL_413601	USA
hCoV_19_USA_WA14_UW10_2020_EPI_ISL_413649	USA
hCoV_19_USA_WA15_UW11_2020_EPI_ISL_413650	USA
hCoV_19_USA_WA16_UW12_2020_EPI_ISL_413651	USA
hCoV_19_USA_WA17_UW13_2020_EPI_ISL_413652	USA
hCoV_19_USA_WA18_UW14_2020_EPI_ISL_413653	USA
hCoV_19_USA_WA1_2020_EPI_ISL_404895	USA
hCoV_19_USA_WA2_2020_EPI_ISL_412970	USA
hCoV_19_USA_WA3_UW1_2020_EPI_ISL_413025	USA
hCoV_19_USA_WA4_UW2_2020_EPI_ISL_413455	USA
hCoV_19_USA_WA6_UW3_2020_EPI_ISL_413457	USA
hCoV_19_USA_WA7_UW4_2020_EPI_ISL_413458	USA
hCoV_19_USA_WA8_UW5_2020_EPI_ISL_413486	USA
hCoV_19_USA_WA9_UW6_2020_EPI_ISL_413487	USA
hCoV_19_USA_WA_0418_2020_EPI_ISL_426436	USA
hCoV_19_USA_WA_0422_2020_EPI_ISL_426437	USA
hCoV_19_USA_WA_0427_2020_EPI_ISL_426438	USA
hCoV_19_USA_WA_0428_2020_EPI_ISL_426439	USA
hCoV_19_USA_WA_0429_2020_EPI_ISL_426440	USA
hCoV_19_USA_WA_0432_2020_EPI_ISL_426441	USA
hCoV_19_USA_WA_0434_2020_EPI_ISL_426442	USA
hCoV_19_USA_WA_0440_2020_EPI_ISL_426443	USA
hCoV_19_USA_WA_0441_2020_EPI_ISL_426444	USA
hCoV_19_USA_WA_0442_2020_EPI_ISL_426445	USA
hCoV_19_USA_WA_0447_2020_EPI_ISL_426446	USA
hCoV_19_USA_WA_0448_2020_EPI_ISL_426447	USA
hCoV_19_USA_WA_0457_2020_EPI_ISL_426448	USA
hCoV_19_USA_WA_0478_2020_EPI_ISL_426449	USA
hCoV_19_USA_WA_0480_2020_EPI_ISL_426450	USA
hCoV_19_USA_WA_0484_2020_EPI_ISL_426451	USA
hCoV_19_USA_WA_0711_2020_EPI_ISL_426452	USA
hCoV_19_USA_WA_0797_2020_EPI_ISL_426453	USA
hCoV_19_USA_WA_5030_2020_EPI_ISL_419555	USA
hCoV_19_USA_WI_02_2020_EPI_ISL_416489	USA
hCoV_19_USA_WI_03_2020_EPI_ISL_416523	USA
hCoV_19_USA_WI_04_2020_EPI_ISL_416491	USA
hCoV_19_USA_WI_05_2020_EPI_ISL_416492	USA
hCoV_19_USA_WI_06_2020_EPI_ISL_417200	USA
hCoV_19_USA_WI_07_2020_EPI_ISL_417201	USA
hCoV_19_USA_WI_08_2020_EPI_ISL_417202	USA
hCoV_19_USA_WI_09_2020_EPI_ISL_417203	USA
hCoV_19_USA_WI_100_2020_EPI_ISL_425157	USA
hCoV_19_USA_WI_101_2020_EPI_ISL_425158	USA
hCoV_19_USA_WI_102_2020_EPI_ISL_425159	USA
hCoV_19_USA_WI_103_2020_EPI_ISL_425160	USA
hCoV_19_USA_WI_104_2020_EPI_ISL_425161	USA
hCoV_19_USA_WI_105_2020_EPI_ISL_425162	USA
hCoV_19_USA_WI_106_2020_EPI_ISL_425163	USA
hCoV_19_USA_WI_107_2020_EPI_ISL_425164	USA
hCoV_19_USA_WI_108_2020_EPI_ISL_425165	USA
hCoV_19_USA_WI_109_2020_EPI_ISL_425166	USA
hCoV_19_USA_WI_10_2020_EPI_ISL_417204	USA
hCoV_19_USA_WI_110_2020_EPI_ISL_425167	USA
hCoV_19_USA_WI_111_2020_EPI_ISL_425168	USA
hCoV_19_USA_WI_112_2020_EPI_ISL_425169	USA
hCoV_19_USA_WI_113_2020_EPI_ISL_425170	USA
hCoV_19_USA_WI_114_2020_EPI_ISL_425171	USA
hCoV_19_USA_WI_115_2020_EPI_ISL_425172	USA
hCoV_19_USA_WI_116_2020_EPI_ISL_425173	USA
hCoV_19_USA_WI_117_2020_EPI_ISL_425174	USA
hCoV_19_USA_WI_118_2020_EPI_ISL_425175	USA
hCoV_19_USA_WI_119_2020_EPI_ISL_425176	USA
hCoV_19_USA_WI_11_2020_EPI_ISL_417505	USA
hCoV_19_USA_WI_120_2020_EPI_ISL_427427	USA
hCoV_19_USA_WI_121_2020_EPI_ISL_427428	USA
hCoV_19_USA_WI_122_2020_EPI_ISL_427429	USA
hCoV_19_USA_WI_123_2020_EPI_ISL_427430	USA
hCoV_19_USA_WI_124_2020_EPI_ISL_427431	USA
hCoV_19_USA_WI_125_2020_EPI_ISL_427432	USA
hCoV_19_USA_WI_126_2020_EPI_ISL_427433	USA
hCoV_19_USA_WI_127_2020_EPI_ISL_427434	USA
hCoV_19_USA_WI_128_2020_EPI_ISL_427435	USA
hCoV_19_USA_WI_129_2020_EPI_ISL_427436	USA
hCoV_19_USA_WI_12_2020_EPI_ISL_417506	USA
hCoV_19_USA_WI_130_2020_EPI_ISL_427437	USA
hCoV_19_USA_WI_131_2020_EPI_ISL_427438	USA
hCoV_19_USA_WI_132_2020_EPI_ISL_427439	USA
hCoV_19_USA_WI_133_2020_EPI_ISL_427440	USA
hCoV_19_USA_WI_134_2020_EPI_ISL_427441	USA
hCoV_19_USA_WI_135_2020_EPI_ISL_427442	USA
hCoV_19_USA_WI_136_2020_EPI_ISL_427443	USA
hCoV_19_USA_WI_137_2020_EPI_ISL_427444	USA
hCoV_19_USA_WI_138_2020_EPI_ISL_427445	USA
hCoV_19_USA_WI_139_2020_EPI_ISL_427446	USA
hCoV_19_USA_WI_13_2020_EPI_ISL_417516	USA
hCoV_19_USA_WI_140_2020_EPI_ISL_427447	USA
hCoV_19_USA_WI_141_2020_EPI_ISL_427448	USA
hCoV_19_USA_WI_142_2020_EPI_ISL_427449	USA
hCoV_19_USA_WI_143_2020_EPI_ISL_427450	USA
hCoV_19_USA_WI_144_2020_EPI_ISL_427451	USA
hCoV_19_USA_WI_145_2020_EPI_ISL_427452	USA
hCoV_19_USA_WI_146_2020_EPI_ISL_427453	USA
hCoV_19_USA_WI_147_2020_EPI_ISL_427454	USA
hCoV_19_USA_WI_148_2020_EPI_ISL_427455	USA
hCoV_19_USA_WI_149_2020_EPI_ISL_427456	USA
hCoV_19_USA_WI_14_2020_EPI_ISL_417513	USA
hCoV_19_USA_WI_150_2020_EPI_ISL_427457	USA
hCoV_19_USA_WI_151_2020_EPI_ISL_427458	USA
hCoV_19_USA_WI_152_2020_EPI_ISL_427459	USA
hCoV_19_USA_WI_153_2020_EPI_ISL_427460	USA
hCoV_19_USA_WI_154_2020_EPI_ISL_427461	USA
hCoV_19_USA_WI_155_2020_EPI_ISL_427462	USA
hCoV_19_USA_WI_156_2020_EPI_ISL_428252	USA
hCoV_19_USA_WI_157_2020_EPI_ISL_428253	USA
hCoV_19_USA_WI_158_2020_EPI_ISL_428254	USA
hCoV_19_USA_WI_159_2020_EPI_ISL_428255	USA
hCoV_19_USA_WI_15_2020_EPI_ISL_417504	USA
hCoV_19_USA_WI_160_2020_EPI_ISL_428256	USA
hCoV_19_USA_WI_161_2020_EPI_ISL_428257	USA
hCoV_19_USA_WI_162_2020_EPI_ISL_428258	USA
hCoV_19_USA_WI_163_2020_EPI_ISL_428259	USA
hCoV_19_USA_WI_164_2020_EPI_ISL_428260	USA
hCoV_19_USA_WI_165_2020_EPI_ISL_428261	USA
hCoV_19_USA_WI_166_2020_EPI_ISL_428262	USA
hCoV_19_USA_WI_167_2020_EPI_ISL_428263	USA
hCoV_19_USA_WI_168_2020_EPI_ISL_428264	USA
hCoV_19_USA_WI_169_2020_EPI_ISL_428265	USA
hCoV_19_USA_WI_16_2020_EPI_ISL_417509	USA
hCoV_19_USA_WI_170_2020_EPI_ISL_428266	USA
hCoV_19_USA_WI_171_2020_EPI_ISL_428267	USA
hCoV_19_USA_WI_172_2020_EPI_ISL_428268	USA
hCoV_19_USA_WI_173_2020_EPI_ISL_428269	USA
hCoV_19_USA_WI_174_2020_EPI_ISL_428270	USA
hCoV_19_USA_WI_175_2020_EPI_ISL_428271	USA
hCoV_19_USA_WI_176_2020_EPI_ISL_428272	USA
hCoV_19_USA_WI_177_2020_EPI_ISL_428273	USA
hCoV_19_USA_WI_178_2020_EPI_ISL_428274	USA
hCoV_19_USA_WI_179_2020_EPI_ISL_428275	USA
hCoV_19_USA_WI_17_2020_EPI_ISL_417517	USA
hCoV_19_USA_WI_180_2020_EPI_ISL_428276	USA
hCoV_19_USA_WI_181_2020_EPI_ISL_428277	USA
hCoV_19_USA_WI_182_2020_EPI_ISL_428278	USA
hCoV_19_USA_WI_183_2020_EPI_ISL_428279	USA
hCoV_19_USA_WI_184_2020_EPI_ISL_428280	USA
hCoV_19_USA_WI_185_2020_EPI_ISL_428281	USA
hCoV_19_USA_WI_186_2020_EPI_ISL_428282	USA
hCoV_19_USA_WI_187_2020_EPI_ISL_428283	USA
hCoV_19_USA_WI_188_2020_EPI_ISL_428284	USA
hCoV_19_USA_WI_189_2020_EPI_ISL_428285	USA
hCoV_19_USA_WI_18_2020_EPI_ISL_417515	USA
hCoV_19_USA_WI_190_2020_EPI_ISL_428286	USA
hCoV_19_USA_WI_191_2020_EPI_ISL_428287	USA
hCoV_19_USA_WI_192_2020_EPI_ISL_428288	USA
hCoV_19_USA_WI_193_2020_EPI_ISL_428289	USA
hCoV_19_USA_WI_194_2020_EPI_ISL_428290	USA
hCoV_19_USA_WI_195_2020_EPI_ISL_428291	USA
hCoV_19_USA_WI_196_2020_EPI_ISL_428292	USA
hCoV_19_USA_WI_197_2020_EPI_ISL_428293	USA
hCoV_19_USA_WI_198_2020_EPI_ISL_428294	USA
hCoV_19_USA_WI_199_2020_EPI_ISL_428295	USA
hCoV_19_USA_WI_19_2020_EPI_ISL_417510	USA
hCoV_19_USA_WI_200_2020_EPI_ISL_428296	USA
hCoV_19_USA_WI_201_2020_EPI_ISL_428297	USA
hCoV_19_USA_WI_202_2020_EPI_ISL_428298	USA
hCoV_19_USA_WI_203_2020_EPI_ISL_428299	USA
hCoV_19_USA_WI_204_2020_EPI_ISL_428300	USA
hCoV_19_USA_WI_205_2020_EPI_ISL_428301	USA
hCoV_19_USA_WI_206_2020_EPI_ISL_428302	USA
hCoV_19_USA_WI_207_2020_EPI_ISL_428303	USA
hCoV_19_USA_WI_208_2020_EPI_ISL_428304	USA
hCoV_19_USA_WI_209_2020_EPI_ISL_428305	USA
hCoV_19_USA_WI_210_2020_EPI_ISL_428306	USA
hCoV_19_USA_WI_211_2020_EPI_ISL_428307	USA
hCoV_19_USA_WI_212_2020_EPI_ISL_428308	USA
hCoV_19_USA_WI_213_2020_EPI_ISL_428309	USA
hCoV_19_USA_WI_214_2020_EPI_ISL_428310	USA
hCoV_19_USA_WI_215_2020_EPI_ISL_428311	USA
hCoV_19_USA_WI_216_2020_EPI_ISL_428312	USA
hCoV_19_USA_WI_217_2020_EPI_ISL_428313	USA
hCoV_19_USA_WI_218_2020_EPI_ISL_428314	USA
hCoV_19_USA_WI_219_2020_EPI_ISL_428315	USA
hCoV_19_USA_WI_21_2020_EPI_ISL_417508	USA
hCoV_19_USA_WI_220_2020_EPI_ISL_428316	USA
hCoV_19_USA_WI_221_2020_EPI_ISL_428317	USA
hCoV_19_USA_WI_222_2020_EPI_ISL_428318	USA
hCoV_19_USA_WI_223_2020_EPI_ISL_428319	USA
hCoV_19_USA_WI_224_2020_EPI_ISL_428320	USA
hCoV_19_USA_WI_225_2020_EPI_ISL_428321	USA
hCoV_19_USA_WI_226_2020_EPI_ISL_428322	USA
hCoV_19_USA_WI_227_2020_EPI_ISL_428323	USA
hCoV_19_USA_WI_228_2020_EPI_ISL_428324	USA
hCoV_19_USA_WI_229_2020_EPI_ISL_428325	USA
hCoV_19_USA_WI_22_2020_EPI_ISL_417514	USA
hCoV_19_USA_WI_230_2020_EPI_ISL_428326	USA
hCoV_19_USA_WI_231_2020_EPI_ISL_428327	USA
hCoV_19_USA_WI_232_2020_EPI_ISL_428328	USA
hCoV_19_USA_WI_233_2020_EPI_ISL_428329	USA
hCoV_19_USA_WI_234_2020_EPI_ISL_428330	USA
hCoV_19_USA_WI_235_2020_EPI_ISL_428331	USA
hCoV_19_USA_WI_236_2020_EPI_ISL_428332	USA
hCoV_19_USA_WI_237_2020_EPI_ISL_428333	USA
hCoV_19_USA_WI_238_2020_EPI_ISL_428334	USA
hCoV_19_USA_WI_239_2020_EPI_ISL_428335	USA
hCoV_19_USA_WI_23_2020_EPI_ISL_417507	USA
hCoV_19_USA_WI_240_2020_EPI_ISL_428336	USA
hCoV_19_USA_WI_241_2020_EPI_ISL_428337	USA
hCoV_19_USA_WI_242_2020_EPI_ISL_428338	USA
hCoV_19_USA_WI_243_2020_EPI_ISL_428339	USA
hCoV_19_USA_WI_244_2020_EPI_ISL_428340	USA
hCoV_19_USA_WI_245_2020_EPI_ISL_428341	USA
hCoV_19_USA_WI_246_2020_EPI_ISL_428342	USA
hCoV_19_USA_WI_247_2020_EPI_ISL_428343	USA
hCoV_19_USA_WI_248_2020_EPI_ISL_428344	USA
hCoV_19_USA_WI_249_2020_EPI_ISL_428345	USA
hCoV_19_USA_WI_24_2020_EPI_ISL_417512	USA
hCoV_19_USA_WI_250_2020_EPI_ISL_428724	USA
hCoV_19_USA_WI_251_2020_EPI_ISL_428725	USA
hCoV_19_USA_WI_252_2020_EPI_ISL_428726	USA
hCoV_19_USA_WI_253_2020_EPI_ISL_428727	USA
hCoV_19_USA_WI_254_2020_EPI_ISL_428728	USA
hCoV_19_USA_WI_255_2020_EPI_ISL_428729	USA
hCoV_19_USA_WI_256_2020_EPI_ISL_428730	USA
hCoV_19_USA_WI_257_2020_EPI_ISL_428731	USA
hCoV_19_USA_WI_258_2020_EPI_ISL_428732	USA
